"payment_id","customer_id","staff_id","rental_id","amount","random_date"
20038,323,1,15728,"0.99","2022-03-14"
20039,324,1,11617,"2.99","2020-10-07"
20040,324,1,11771,"6.99","2020-07-13"
20041,324,2,12543,"2.99","2022-11-26"
20042,324,2,13356,"0.99","2020-11-20"
20043,324,1,13386,"2.99","2021-02-05"
20044,324,1,14262,"8.99","2020-06-01"
20045,324,2,14479,"7.99","2021-11-17"
20046,324,1,15263,"4.99","2022-03-12"
20047,325,2,10326,"4.99","2020-08-27"
20048,325,1,10412,"0.99","2022-12-24"
20049,325,2,12097,"4.99","2022-01-03"
20050,325,1,12779,"3.99","2021-11-17"
20051,325,2,13054,"4.99","2020-10-02"
20052,325,2,14452,"3.99","2021-06-18"
20053,325,1,14672,"5.99","2020-03-12"
20054,325,2,15009,"0.99","2020-03-30"
20055,326,2,10720,"0.99","2021-09-08"
20056,326,2,10976,"4.99","2022-08-26"
20057,326,2,11010,"0.99","2020-03-20"
20058,326,2,11428,"2.99","2021-11-05"
20059,326,2,11485,"4.99","2021-07-06"
20060,326,2,12829,"2.99","2022-07-15"
20061,327,1,10371,"0.99","2020-07-23"
20062,327,1,11372,"4.99","2020-04-08"
20063,327,2,11929,"6.99","2020-08-31"
20064,327,1,12016,"0.99","2020-10-27"
20065,327,2,13158,"2.99","2023-05-03"
20066,327,1,13360,"4.99","2020-07-10"
20067,327,1,13448,"0.99","2020-10-27"
20068,327,1,14847,"4.99","2022-12-18"
20069,327,2,15365,"3.99","2023-03-06"
20070,327,1,15386,"2.99","2023-04-18"
20071,327,1,15828,"5.99","2021-05-12"
20072,327,1,15916,"9.99","2022-04-07"
20073,327,2,15969,"7.99","2022-03-13"
20074,328,1,11174,"2.99","2022-06-28"
20075,328,1,12175,"4.99","2020-10-17"
20076,328,2,12825,"0.99","2023-03-29"
20077,328,1,13609,"2.99","2023-08-31"
20078,328,2,13681,"7.99","2023-04-03"
20079,328,1,13907,"3.99","2022-06-28"
20080,328,2,14307,"3.99","2022-05-26"
20081,328,1,14755,"3.99","2020-02-04"
20082,328,2,14939,"2.99","2023-02-20"
20083,328,1,15179,"4.99","2020-08-07"
20084,328,1,15863,"0.99","2021-01-04"
20085,329,1,10473,"7.99","2020-08-23"
20086,329,2,10490,"0.99","2020-10-30"
20087,329,1,11130,"2.99","2021-08-05"
20088,329,2,11169,"3.99","2023-08-06"
20089,329,2,11697,"0.99","2022-12-24"
20090,329,1,12659,"6.99","2020-03-07"
20091,329,1,13627,"8.99","2021-04-28"
20092,329,1,14900,"4.99","2022-04-15"
20093,329,2,15011,"4.99","2021-11-05"
20094,329,1,15308,"2.99","2020-12-05"
20095,330,2,11259,"3.99","2022-08-02"
20096,330,1,12062,"2.99","2023-02-13"
20097,330,1,12394,"2.99","2022-06-08"
20098,330,1,12740,"4.99","2021-05-24"
20099,330,1,12867,"0.99","2023-01-19"
20100,331,1,11052,"5.99","2021-09-07"
20101,331,1,11362,"2.99","2021-08-23"
20102,331,2,12533,"4.99","2022-07-15"
20103,331,1,13795,"0.99","2022-10-22"
20104,331,1,14256,"7.99","2020-04-22"
20105,331,1,14628,"1.99","2022-06-14"
20106,331,1,15339,"2.99","2022-02-04"
20107,331,2,15447,"3.99","2021-01-17"
20108,331,1,15521,"2.99","2021-01-12"
20109,332,1,10307,"0.99","2021-07-19"
20110,332,2,10439,"0.99","2020-07-02"
20111,332,1,11229,"5.99","2021-08-07"
20112,332,2,11564,"2.99","2023-11-07"
20113,332,2,12318,"4.99","2020-05-11"
20114,332,2,13673,"2.99","2021-08-07"
20115,332,2,14783,"4.99","2021-07-30"
20116,332,2,15194,"0.99","2022-10-15"
20117,332,1,15210,"3.99","2021-03-30"
20118,333,2,10844,"4.99","2021-07-04"
20119,333,1,12427,"6.99","2023-07-03"
20120,333,2,12661,"0.99","2023-11-24"
20121,333,1,13579,"3.99","2021-04-21"
20122,333,2,13710,"4.99","2023-04-14"
20123,333,1,14057,"4.99","2022-12-26"
20124,333,1,14740,"2.99","2021-01-21"
20125,333,2,15253,"2.99","2020-01-31"
20126,333,1,15313,"4.99","2020-06-20"
20127,334,1,10408,"4.99","2023-11-26"
20128,334,1,10492,"2.99","2022-03-24"
20129,334,1,10879,"1.99","2022-01-19"
20130,334,2,10997,"7.99","2022-07-14"
20131,334,2,12677,"4.99","2023-10-06"
20132,334,2,13325,"4.99","2020-04-17"
20133,334,1,13876,"2.99","2022-05-13"
20134,334,1,14645,"0.99","2023-01-18"
20135,334,1,14984,"7.99","2022-07-17"
20136,334,2,15548,"0.99","2023-09-20"
20137,334,2,15656,"4.99","2023-01-02"
20138,334,1,15669,"3.99","2023-01-03"
20139,335,2,10606,"4.99","2021-11-10"
20140,335,2,13267,"0.99","2023-08-22"
20141,335,1,13622,"1.99","2023-11-21"
20142,335,1,14014,"2.99","2021-10-10"
20143,335,2,15005,"4.99","2023-12-07"
20144,335,2,15101,"0.99","2023-09-23"
20145,336,2,11743,"2.99","2022-04-18"
20146,336,1,12323,"8.99","2020-12-18"
20147,336,2,12794,"0.99","2023-01-11"
20148,336,2,12926,"3.99","2022-12-02"
20149,336,2,13066,"0.99","2022-06-06"
20150,336,2,13689,"4.99","2023-08-29"
20151,336,1,14295,"2.99","2023-04-21"
20152,336,1,15073,"10.99","2021-05-25"
20153,336,2,15848,"2.99","2023-04-10"
20154,337,1,10664,"0.99","2020-07-29"
20155,337,2,10765,"0.99","2023-05-08"
20156,337,2,11252,"2.99","2023-07-21"
20157,337,1,11734,"3.99","2022-01-26"
20158,337,1,12369,"6.99","2023-04-21"
20159,337,2,13305,"6.99","2023-07-07"
20160,337,1,13678,"4.99","2023-12-08"
20161,337,2,13892,"3.99","2022-01-03"
20162,337,2,14118,"5.99","2022-04-03"
20163,337,2,15241,"4.99","2022-08-05"
20164,337,1,15292,"4.99","2022-05-18"
20165,338,2,10791,"2.99","2022-11-30"
20166,338,1,10897,"0.99","2020-09-22"
20167,338,2,11064,"4.99","2023-07-26"
20168,338,2,11671,"4.99","2023-06-29"
20169,338,2,11719,"5.99","2020-06-28"
20170,338,1,12167,"2.99","2022-04-04"
20171,338,1,13284,"3.99","2022-03-06"
20172,338,1,14619,"2.99","2023-04-28"
20173,338,2,15105,"0.99","2020-03-24"
20174,338,2,15173,"6.99","2022-02-19"
20175,339,2,10338,"3.99","2022-11-19"
20176,339,2,11171,"4.99","2023-11-18"
20177,339,1,11550,"2.99","2021-12-21"
20178,339,2,11582,"3.99","2020-06-22"
20179,339,2,11699,"5.99","2021-09-21"
20180,339,1,12631,"0.99","2022-12-09"
20181,339,1,13199,"3.99","2023-06-23"
20182,339,1,13575,"5.99","2023-10-18"
20183,339,1,13985,"0.99","2022-01-15"
20184,339,1,14636,"4.99","2021-11-25"
20185,339,2,14758,"3.99","2020-01-14"
20186,340,1,10292,"2.99","2020-10-28"
20187,340,1,10667,"8.99","2020-11-28"
20188,340,2,10674,"3.99","2023-07-11"
20189,340,1,10809,"0.99","2022-02-10"
20190,340,1,10995,"0.99","2023-11-28"
20191,340,2,12598,"4.99","2021-10-29"
20192,340,2,12908,"1.99","2020-12-05"
20193,340,2,12940,"2.99","2021-11-29"
20194,340,1,13425,"2.99","2020-09-02"
20195,340,1,14457,"4.99","2020-05-08"
20196,340,2,14718,"0.99","2020-06-17"
20197,340,1,14895,"2.99","2023-08-07"
20198,340,2,15306,"2.99","2021-11-03"
20199,340,1,15378,"9.99","2022-03-14"
20200,341,2,10605,"0.99","2021-08-11"
20201,341,1,11305,"6.99","2023-07-07"
20202,341,1,11723,"2.99","2020-12-06"
20203,341,2,13059,"0.99","2022-02-02"
20204,341,2,13074,"8.99","2022-01-27"
20205,341,2,13806,"4.99","2021-04-01"
20206,341,2,14344,"4.99","2023-07-11"
20207,341,2,15030,"0.99","2020-07-24"
20208,341,2,15938,"6.99","2023-07-21"
20209,342,1,10242,"4.99","2021-03-01"
20210,342,2,11178,"2.99","2020-07-24"
20211,342,2,11446,"0.99","2023-11-05"
20212,342,1,11568,"0.99","2023-07-18"
20213,342,1,12139,"6.99","2023-02-13"
20214,342,1,12404,"4.99","2020-10-05"
20215,342,1,12522,"2.99","2022-08-17"
20216,342,2,12816,"4.99","2022-05-17"
20217,342,2,13368,"4.99","2020-05-08"
20218,342,2,13637,"4.99","2021-04-14"
20219,342,1,13755,"2.99","2020-04-15"
20220,342,2,13827,"4.99","2021-04-06"
20221,342,2,14096,"2.99","2023-02-13"
20222,342,2,14299,"0.99","2021-05-11"
20223,342,2,14683,"8.99","2022-01-07"
20224,342,1,15484,"4.99","2023-11-13"
20225,342,1,15895,"3.99","2020-10-26"
20226,343,1,10822,"0.99","2020-12-21"
20227,343,1,11212,"0.99","2021-08-22"
20228,343,2,11570,"2.99","2022-04-07"
20229,343,2,13279,"4.99","2023-08-24"
20230,343,2,13522,"3.99","2020-02-21"
20231,343,2,13866,"0.99","2022-01-27"
20232,343,2,15973,"5.99","2020-11-15"
20233,344,2,11116,"5.99","2021-01-15"
20234,344,2,12183,"5.99","2020-06-30"
20235,344,2,13014,"4.99","2021-08-09"
20236,344,1,13033,"3.99","2020-11-23"
20237,344,1,14621,"0.99","2020-03-14"
20238,344,2,14624,"0.99","2020-07-02"
20239,344,1,15215,"2.99","2020-11-19"
20240,345,2,10982,"4.99","2023-02-24"
20241,345,1,11865,"2.99","2022-06-14"
20242,345,1,12485,"4.99","2021-03-16"
20243,345,2,12805,"4.99","2021-12-13"
20244,345,1,14702,"10.99","2023-11-15"
20245,345,1,15551,"4.99","2020-03-20"
20246,346,1,10304,"5.99","2020-03-08"
20247,346,2,10389,"3.99","2023-07-12"
20248,346,2,10521,"0.99","2023-02-19"
20249,346,2,11062,"4.99","2023-05-19"
20250,346,1,11375,"4.99","2022-01-10"
20251,346,2,11470,"2.99","2021-10-19"
20252,346,1,14890,"5.99","2023-08-27"
20253,346,2,15459,"2.99","2022-07-09"
20254,346,1,15535,"0.99","2023-11-23"
20255,346,1,15661,"8.99","2022-11-26"
20256,346,2,15825,"5.99","2022-10-01"
20257,346,1,15827,"0.99","2023-11-19"
20258,347,2,11738,"8.99","2022-11-21"
20259,347,1,12195,"2.99","2021-05-30"
20260,347,2,12399,"10.99","2021-04-02"
20261,347,2,13314,"5.99","2022-05-31"
20262,347,2,14894,"4.99","2023-02-03"
20263,347,2,14958,"2.99","2021-12-06"
20264,347,2,15426,"2.99","2023-08-10"
20265,347,2,15555,"4.99","2022-05-20"
20266,348,1,10769,"2.99","2023-04-10"
20267,348,2,10972,"2.99","2021-02-24"
20268,348,1,11262,"2.99","2022-11-16"
20269,348,1,11429,"7.99","2022-09-23"
20270,348,2,12564,"2.99","2020-03-15"
20271,348,2,12884,"5.99","2022-10-30"
20272,348,2,12937,"4.99","2020-06-22"
20273,348,2,13238,"2.99","2023-09-20"
20274,348,2,13602,"5.99","2023-11-12"
20275,348,2,13684,"0.99","2020-01-24"
20276,348,1,13962,"1.99","2023-11-01"
20277,348,2,14079,"3.99","2022-03-18"
20278,348,2,14937,"7.99","2020-01-16"
20279,348,2,15817,"0.99","2022-11-04"
20280,348,1,15944,"4.99","2023-08-25"
20281,349,1,10987,"4.99","2022-07-12"
20282,349,2,11192,"4.99","2021-05-17"
20283,349,2,11492,"8.99","2021-06-16"
20284,349,1,11905,"3.99","2022-05-26"
20285,349,1,13258,"4.99","2021-08-08"
20286,349,2,13636,"4.99","2021-08-27"
20287,349,2,14200,"6.99","2020-02-23"
20288,349,2,14721,"6.99","2023-02-09"
20289,349,2,14908,"4.99","2020-10-15"
20290,349,1,15833,"6.99","2021-05-24"
20291,349,1,15955,"5.99","2020-02-23"
20292,350,2,11504,"0.99","2020-03-04"
20293,350,2,11595,"6.99","2020-11-05"
20294,350,2,11692,"6.99","2023-08-08"
20295,350,1,11800,"0.99","2023-07-13"
20296,350,2,12252,"6.99","2023-08-16"
20297,350,2,12445,"2.99","2022-02-17"
20298,350,2,13086,"0.99","2020-03-14"
20299,350,2,15789,"1.99","2020-09-27"
20300,350,1,15807,"0.99","2021-11-10"
20301,351,2,10501,"2.99","2021-07-30"
20302,351,2,11127,"0.99","2021-02-27"
20303,351,1,14368,"6.99","2020-12-11"
20304,351,2,15142,"4.99","2021-02-06"
20305,351,1,15664,"4.99","2022-02-22"
20306,351,2,15712,"2.99","2021-07-11"
20307,351,1,15762,"2.99","2020-07-21"
20308,352,1,11793,"5.99","2020-07-14"
20309,352,1,11823,"6.99","2021-01-20"
20310,352,2,11986,"0.99","2023-07-08"
20311,352,2,12234,"5.99","2023-11-04"
20312,352,1,12751,"2.99","2022-10-26"
20313,352,1,14130,"4.99","2023-03-03"
20314,352,2,14852,"0.99","2023-09-30"
20315,353,1,11186,"0.99","2022-02-07"
20316,353,2,11414,"4.99","2022-09-26"
20317,353,2,11698,"4.99","2020-12-25"
20318,353,1,12928,"5.99","2021-06-20"
20319,353,2,13604,"0.99","2022-07-14"
20320,353,1,14396,"4.99","2023-05-09"
20321,353,1,15564,"1.99","2021-12-08"
20322,353,2,15650,"0.99","2020-08-07"
20323,353,2,15676,"2.99","2021-03-10"
20324,354,1,10420,"6.99","2020-04-22"
20325,354,2,12243,"6.99","2021-07-08"
20326,354,1,12544,"3.99","2020-06-10"
20327,354,1,12998,"4.99","2020-06-30"
20328,354,2,14212,"2.99","2021-08-01"
20329,354,2,14245,"0.99","2022-10-25"
20330,354,1,14840,"5.99","2022-11-24"
20331,354,2,15956,"0.99","2021-10-19"
20332,355,1,10498,"0.99","2022-06-22"
20333,355,2,11471,"0.99","2021-01-10"
20334,355,2,13821,"1.99","2023-02-19"
20335,355,1,15367,"3.99","2020-01-21"
20336,355,2,15531,"2.99","2021-08-20"
20337,356,1,10427,"3.99","2020-06-29"
20338,356,1,10854,"4.99","2020-03-30"
20339,356,1,11535,"3.99","2021-01-11"
20340,356,2,11579,"2.99","2023-07-30"
20341,356,2,12037,"4.99","2023-05-03"
20342,356,2,12876,"2.99","2022-10-13"
20343,356,1,12913,"0.99","2023-03-19"
20344,356,2,13107,"4.99","2021-09-11"
20345,356,2,13442,"5.99","2022-08-25"
20346,356,2,13703,"6.99","2021-07-19"
20347,356,1,15705,"4.99","2021-01-12"
20348,356,2,15754,"5.99","2022-07-21"
20349,356,1,15757,"2.99","2022-06-20"
20350,357,2,10391,"2.99","2023-09-29"
20351,357,1,10502,"2.99","2022-06-18"
20352,357,1,10503,"6.99","2020-05-24"
20353,357,2,10764,"0.99","2021-12-07"
20354,357,2,11065,"2.99","2022-02-24"
20355,357,1,14926,"0.99","2020-12-25"
20356,357,2,15869,"2.99","2022-05-09"
20357,358,1,10482,"4.99","2022-12-02"
20358,358,2,11149,"5.99","2023-08-23"
20359,358,2,11653,"4.99","2022-11-02"
20360,358,1,12452,"6.99","2022-12-17"
20361,358,1,13197,"2.99","2023-04-13"
20362,358,1,14004,"7.99","2021-05-22"
20363,359,1,11032,"4.99","2023-03-24"
20364,359,1,12611,"1.99","2022-06-29"
20365,359,2,13297,"2.99","2022-11-26"
20366,359,1,14258,"1.99","2021-09-10"
20367,359,2,14598,"5.99","2022-10-22"
20368,359,1,15104,"2.99","2023-11-17"
20369,359,1,15148,"4.99","2021-08-05"
20370,359,1,15453,"1.99","2023-10-06"
20371,360,2,10857,"2.99","2023-08-14"
20372,360,2,11264,"6.99","2021-12-02"
20373,360,2,11553,"4.99","2023-01-07"
20374,360,2,12088,"5.99","2022-05-31"
20375,360,1,12773,"5.99","2020-01-14"
20376,360,2,12795,"0.99","2020-10-29"
20377,360,1,12839,"6.99","2022-07-26"
20378,360,1,12990,"4.99","2022-04-18"
20379,360,2,13894,"7.99","2021-05-03"
20380,360,1,14700,"4.99","2020-12-29"
20381,360,1,15310,"2.99","2020-04-25"
20382,361,1,10414,"0.99","2021-09-23"
20383,361,2,10975,"0.99","2022-02-10"
20384,361,2,11031,"5.99","2021-10-06"
20385,361,2,11243,"5.99","2022-04-08"
20386,361,1,11327,"2.99","2023-01-18"
20387,361,1,11991,"3.99","2021-04-02"
20388,361,2,12626,"5.99","2023-02-03"
20389,361,2,12690,"2.99","2020-06-04"
20390,361,1,13135,"0.99","2021-07-19"
20391,361,2,14031,"0.99","2023-07-09"
20392,361,1,14422,"0.99","2023-09-26"
20393,361,1,15759,"6.99","2020-07-30"
20394,361,2,15935,"2.99","2023-01-08"
20395,362,2,10546,"3.99","2023-08-25"
20396,362,2,12244,"4.99","2023-10-12"
20397,362,1,12854,"6.99","2021-12-29"
20398,362,1,13603,"6.99","2021-08-25"
20399,362,2,14051,"6.99","2023-06-18"
20400,362,2,14129,"2.99","2023-08-26"
20401,362,2,14336,"4.99","2020-02-04"
20402,362,1,14752,"5.99","2021-12-27"
20403,362,1,14759,"11.99","2023-02-08"
20404,362,1,14808,"4.99","2023-02-12"
20405,362,1,14950,"2.99","2022-12-02"
20406,363,1,10339,"6.99","2023-11-08"
20407,363,2,12189,"5.99","2020-08-25"
20408,363,2,12760,"4.99","2023-12-06"
20409,363,1,13706,"9.99","2023-04-27"
20410,363,1,14694,"2.99","2023-01-13"
20411,363,1,14983,"5.99","2023-02-18"
20412,363,2,15279,"4.99","2020-08-19"
20413,363,1,15335,"4.99","2021-06-08"
20414,364,2,10290,"5.99","2022-08-13"
20415,364,2,11932,"4.99","2023-09-09"
20416,364,1,12557,"4.99","2021-03-12"
20417,364,1,12761,"1.99","2023-05-01"
20418,364,2,12912,"3.99","2021-10-04"
20419,364,1,13698,"4.99","2023-02-08"
20420,364,2,13936,"0.99","2020-01-05"
20421,364,2,14293,"4.99","2020-05-19"
20422,364,1,15242,"0.99","2020-10-26"
20423,365,2,10717,"2.99","2020-02-27"
20424,365,2,12322,"2.99","2020-03-12"
20425,365,2,12375,"4.99","2020-08-22"
20426,365,1,12804,"8.99","2022-01-15"
20427,365,1,13619,"2.99","2023-05-04"
20428,365,2,14463,"6.99","2021-05-03"
20429,366,1,10384,"4.99","2021-01-20"
20430,366,2,11337,"2.99","2022-07-01"
20431,366,2,11340,"5.99","2022-02-27"
20432,366,2,12413,"2.99","2022-06-13"
20433,366,1,12608,"4.99","2021-12-18"
20434,366,2,13563,"0.99","2021-05-27"
20435,366,1,13857,"2.99","2020-06-18"
20436,366,1,14147,"4.99","2022-07-28"
20437,366,1,14290,"4.99","2022-08-19"
20438,366,1,14390,"2.99","2023-01-03"
20439,366,1,14717,"2.99","2020-06-17"
20440,366,1,14906,"6.99","2020-07-05"
20441,366,1,15514,"2.99","2023-01-04"
20442,367,2,10344,"4.99","2023-05-07"
20443,367,1,12152,"4.99","2022-02-07"
20444,367,2,12362,"0.99","2023-12-03"
20445,367,2,12373,"8.99","2021-08-22"
20446,367,2,12911,"6.99","2023-03-31"
20447,367,2,13235,"4.99","2023-02-09"
20448,367,1,14413,"6.99","2022-06-02"
20449,367,1,14481,"10.99","2021-08-28"
20450,368,2,10730,"8.99","2021-01-16"
20451,368,2,10848,"1.99","2021-01-21"
20452,368,1,11844,"0.99","2023-11-23"
20453,368,2,12319,"2.99","2023-11-13"
20454,368,1,12796,"4.99","2023-01-09"
20455,368,2,13189,"8.99","2020-12-08"
20456,368,2,13280,"2.99","2021-04-07"
20457,368,2,13378,"0.99","2020-07-04"
20458,368,2,13781,"7.99","2023-05-15"
20459,368,2,13963,"1.99","2023-07-21"
20460,368,1,14393,"7.99","2021-04-21"
20461,368,1,15353,"2.99","2021-05-05"
20462,368,1,15437,"2.99","2021-05-19"
20463,369,1,10299,"0.99","2021-01-30"
20464,369,2,10359,"3.99","2021-02-12"
20465,369,2,10713,"2.99","2022-01-31"
20466,369,1,11084,"4.99","2021-06-26"
20467,369,2,11388,"1.99","2022-11-08"
20468,369,1,12521,"0.99","2020-05-10"
20469,369,2,14684,"5.99","2020-11-18"
20470,370,1,10336,"4.99","2020-12-08"
20471,370,1,11540,"1.99","2020-11-15"
20472,370,2,11925,"0.99","2023-03-20"
20473,370,1,12339,"4.99","2021-03-16"
20474,370,1,13039,"0.99","2021-06-27"
20475,370,1,14602,"3.99","2021-12-28"
20476,370,2,14786,"2.99","2021-08-16"
20477,370,2,15368,"3.99","2020-07-29"
20478,370,1,15626,"4.99","2022-08-11"
20479,370,1,15982,"5.99","2020-03-20"
20480,371,1,11086,"10.99","2022-07-11"
20481,371,2,12397,"9.99","2021-09-03"
20482,371,2,12584,"7.99","2023-07-01"
20483,371,1,13028,"2.99","2023-01-28"
20484,371,2,13143,"3.99","2023-04-02"
20485,371,1,13191,"4.99","2023-02-12"
20486,371,2,13953,"4.99","2020-04-04"
20487,371,1,14384,"2.99","2021-04-08"
20488,371,1,15786,"0.99","2021-07-01"
20489,371,1,15824,"2.99","2023-08-01"
20490,372,2,11134,"10.99","2023-05-25"
20491,372,2,11438,"3.99","2023-06-02"
20492,372,2,11555,"4.99","2022-06-13"
20493,372,1,12224,"0.99","2022-02-19"
20494,372,1,12714,"3.99","2023-06-14"
20495,372,2,13402,"4.99","2021-03-22"
20496,372,2,13871,"8.99","2021-07-31"
20497,372,2,14037,"9.99","2020-04-18"
20498,372,1,14211,"4.99","2020-09-19"
20499,372,1,14331,"2.99","2022-04-04"
20500,372,1,14770,"1.99","2022-07-31"
20501,372,2,15041,"0.99","2021-11-28"
20502,372,1,15563,"2.99","2021-11-12"
20503,373,1,10758,"5.99","2022-06-06"
20504,373,2,11066,"7.99","2021-02-13"
20505,373,2,11512,"7.99","2022-12-18"
20506,373,2,11663,"3.99","2021-03-24"
20507,373,2,11976,"3.99","2022-10-05"
20508,373,1,12142,"5.99","2020-06-26"
20509,373,2,12536,"5.99","2021-10-03"
20510,373,1,12748,"7.99","2023-09-23"
20511,373,2,12780,"0.99","2020-06-14"
20512,373,2,13299,"2.99","2022-06-22"
20513,373,1,13329,"3.99","2022-04-08"
20514,373,2,13467,"2.99","2020-04-14"
20515,373,2,15014,"6.99","2022-07-07"
20516,373,1,15068,"3.99","2021-02-02"
20517,374,1,10695,"2.99","2021-02-20"
20518,374,1,11619,"0.99","2021-10-25"
20519,374,2,12696,"2.99","2021-08-17"
20520,374,1,13337,"2.99","2023-12-23"
20521,374,2,13734,"4.99","2022-08-19"
20522,374,2,14524,"8.99","2020-08-01"
20523,374,2,15053,"5.99","2022-08-25"
20524,374,1,15200,"2.99","2020-11-18"
20525,374,2,15202,"4.99","2022-05-08"
20526,374,2,15366,"6.99","2022-05-08"
20527,375,1,10274,"0.99","2020-04-08"
20528,375,2,10589,"1.99","2021-08-13"
20529,375,1,10640,"0.99","2021-12-08"
20530,375,1,10672,"4.99","2023-02-03"
20531,375,1,10859,"5.99","2020-12-30"
20532,375,1,10961,"6.99","2023-12-07"
20533,375,2,11008,"5.99","2020-11-10"
20534,375,2,12122,"9.99","2021-03-03"
20535,375,2,12663,"0.99","2023-07-21"
20536,375,1,13836,"4.99","2022-11-19"
20537,375,1,15004,"2.99","2023-06-25"
20538,375,1,15505,"4.99","2023-05-16"
20539,376,2,10413,"3.99","2020-12-08"
20540,376,1,10810,"3.99","2021-07-01"
20541,376,1,11144,"4.99","2023-12-30"
20542,376,2,11792,"4.99","2023-08-08"
20543,376,1,11851,"4.99","2023-10-08"
20544,376,1,13009,"0.99","2021-08-16"
20545,376,1,13141,"0.99","2023-04-13"
20546,376,2,13761,"4.99","2021-07-06"
20547,376,1,15107,"4.99","2021-06-20"
20548,376,1,15382,"2.99","2020-09-15"
20549,377,1,10738,"3.99","2023-03-13"
20550,377,1,10943,"2.99","2021-11-10"
20551,377,1,12390,"1.99","2023-05-17"
20552,377,1,12549,"4.99","2023-11-24"
20553,377,1,13249,"2.99","2022-10-06"
20554,377,1,13275,"0.99","2023-10-13"
20555,377,2,15088,"0.99","2020-08-27"
20556,377,1,15995,"0.99","2021-11-11"
20557,377,1,15999,"7.99","2021-05-17"
20558,378,1,10917,"4.99","2022-04-11"
20559,378,1,11111,"4.99","2022-05-27"
20560,378,1,12596,"2.99","2021-03-26"
20561,378,1,12828,"4.99","2022-01-12"
20562,378,2,14502,"4.99","2020-10-15"
20563,378,1,14971,"2.99","2021-10-13"
20564,379,2,11457,"3.99","2020-09-07"
20565,379,1,12503,"4.99","2023-06-12"
20566,379,1,13334,"0.99","2023-03-20"
20567,379,2,13397,"7.99","2023-01-18"
20568,379,1,13485,"0.99","2021-03-07"
20569,379,1,14011,"5.99","2021-05-29"
20570,379,2,14152,"2.99","2020-12-11"
20571,379,1,14470,"0.99","2022-01-08"
20572,379,1,14886,"4.99","2022-01-05"
20573,379,2,15399,"4.99","2023-03-27"
20574,379,1,15446,"4.99","2020-01-24"
20575,379,2,15930,"3.99","2023-01-04"
20576,380,2,10450,"1.99","2020-04-21"
20577,380,1,10983,"3.99","2022-02-06"
20578,380,1,11936,"0.99","2023-11-28"
20579,380,2,11945,"0.99","2020-09-05"
20580,380,1,12636,"3.99","2021-02-17"
20581,380,1,12996,"6.99","2020-02-21"
20582,380,1,14529,"6.99","2021-08-13"
20583,380,1,14935,"1.99","2022-01-29"
20584,380,2,15175,"5.99","2023-06-22"
20585,380,1,15361,"2.99","2022-04-05"
20586,380,2,15636,"2.99","2020-06-24"
20587,380,1,15697,"2.99","2021-03-09"
20588,380,2,15748,"2.99","2023-07-18"
20589,381,1,10608,"0.99","2021-05-12"
20590,381,2,10705,"0.99","2023-01-06"
20591,381,1,11519,"2.99","2023-01-20"
20592,381,2,12135,"2.99","2022-03-16"
20593,381,2,12237,"4.99","2021-09-13"
20594,381,2,12632,"2.99","2023-08-06"
20595,381,2,13202,"8.99","2021-12-13"
20596,381,2,13430,"0.99","2020-07-29"
20597,381,1,13614,"0.99","2020-06-22"
20598,381,2,13995,"2.99","2022-12-30"
20599,381,1,14198,"4.99","2020-04-13"
20600,381,2,15299,"4.99","2021-03-06"
20601,381,1,15747,"4.99","2022-04-17"
20602,382,2,10327,"3.99","2021-07-30"
20603,382,2,12229,"0.99","2022-04-23"
20604,382,2,12529,"0.99","2023-12-09"
20605,382,1,14009,"4.99","2021-08-07"
20606,382,2,14300,"4.99","2021-11-17"
20607,382,2,14354,"5.99","2021-02-14"
20608,382,2,15939,"7.99","2022-02-11"
20609,383,2,10515,"4.99","2022-06-28"
20610,383,1,10971,"4.99","2023-03-09"
20611,383,2,10993,"0.99","2021-01-29"
20612,383,2,11122,"0.99","2021-03-27"
20613,383,1,11592,"2.99","2020-11-16"
20614,383,1,12735,"4.99","2020-02-17"
20615,383,2,14039,"4.99","2023-01-03"
20616,383,2,14678,"4.99","2020-04-28"
20617,383,1,15416,"1.99","2023-01-16"
20618,383,1,15881,"6.99","2021-06-02"
20619,384,2,11773,"5.99","2021-06-17"
20620,384,2,13521,"2.99","2022-03-16"
20621,384,2,14416,"2.99","2022-10-14"
20622,384,1,14841,"0.99","2021-06-21"
20623,384,1,14963,"5.99","2020-02-17"
20624,384,2,15321,"4.99","2022-03-11"
20625,385,1,10557,"0.99","2021-03-13"
20626,385,1,10636,"3.99","2020-03-09"
20627,385,1,10655,"4.99","2022-06-09"
20628,385,1,11021,"2.99","2022-05-24"
20629,385,1,11559,"2.99","2021-05-24"
20630,385,2,12310,"2.99","2020-02-20"
20631,385,2,12686,"8.99","2020-02-05"
20632,385,2,13062,"7.99","2021-05-28"
20633,385,1,13117,"0.99","2020-03-06"
20634,385,1,15488,"6.99","2022-03-10"
20635,386,1,10572,"4.99","2022-07-19"
20636,386,2,10618,"3.99","2021-10-11"
20637,386,1,10715,"2.99","2023-11-18"
20638,386,2,11128,"2.99","2023-01-23"
20639,386,2,11695,"4.99","2021-01-29"
20640,386,2,12961,"2.99","2021-01-12"
20641,386,1,13716,"3.99","2020-09-18"
20642,386,1,13764,"2.99","2021-04-14"
20643,386,2,13869,"6.99","2021-05-24"
20644,386,1,15949,"0.99","2020-05-02"
